date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2005-05-23,0,6,0,63,13,False
2005-05-24,0,6,0,50,0,False
2005-05-25,0,3,0,63,10,False
2005-05-26,3,13,0,53,13,False
2005-05-27,0,4,0,58,7,False
2005-05-28,0,0,0,18,12,False
2005-05-29,0,6,0,50,0,False
2005-05-30,11,0,0,47,11,False
2005-05-31,0,3,0,70,0,False
2005-06-01,0,3,0,70,9,False
2005-06-02,0,6,0,72,10,False
2005-06-03,3,7,0,55,7,False
2005-06-04,0,5,0,38,5,False
2005-06-05,6,6,0,39,6,False
2005-06-06,0,0,0,71,16,False
2005-06-07,10,3,0,67,3,False
2005-06-08,3,3,0,54,3,False
2005-06-09,0,10,0,47,3,False
2005-06-10,0,4,4,46,4,False
2005-06-11,0,0,0,50,6,False
2005-06-12,0,6,0,28,0,False
2005-06-13,3,13,0,52,16,False
2005-06-14,7,0,0,85,0,False
2005-06-15,3,7,0,59,13,False
2005-06-16,0,3,0,77,7,False
2005-06-17,0,4,4,59,4,False
2005-06-18,0,0,0,52,12,False
2005-06-19,6,6,0,42,6,False
2005-06-20,3,20,0,77,7,False
2005-06-21,0,3,0,62,0,False
2005-06-22,0,3,0,67,7,False
2005-06-23,0,14,0,27,10,False
2005-06-24,4,15,0,66,18,False
2005-06-25,0,0,0,23,12,False
2005-06-26,0,0,6,53,12,False
2005-06-27,7,7,0,53,3,False
2005-06-28,0,0,0,88,0,False
2005-06-29,0,13,0,52,3,False
2005-06-30,0,3,3,72,0,False
2005-07-01,0,15,0,77,0,False
2005-07-02,0,12,0,35,0,False
2005-07-03,0,6,0,45,19,False
2005-07-04,0,17,6,17,11,False
2005-07-05,0,18,0,53,7,False
2005-07-06,0,10,0,61,6,False
2005-07-07,0,3,3,69,3,False
2005-07-08,0,10,0,65,10,False
2005-07-09,0,5,5,21,10,False
2005-07-10,0,5,0,71,5,False
2005-07-11,0,3,0,54,6,False
2005-07-12,0,12,0,52,9,False
2005-07-13,0,19,3,96,10,False
2005-07-14,6,20,0,55,6,False
2005-07-15,0,17,0,69,3,False
2005-07-16,0,5,5,38,0,False
2005-07-17,0,5,0,44,5,False
2005-07-18,0,6,0,69,3,False
2005-07-19,0,6,0,69,6,False
2005-07-20,0,6,0,54,13,False
2005-07-21,0,6,0,48,16,False
2005-07-22,0,7,0,56,7,False
2005-07-23,0,5,0,32,5,False
2005-07-24,0,6,0,39,0,False
2005-07-25,0,16,0,79,6,False
2005-07-26,0,12,0,70,3,False
2005-07-27,0,41,0,82,0,False
2005-07-28,0,56,0,82,0,False
2005-07-29,0,66,0,83,0,False
2005-07-30,0,38,0,32,0,False
2005-07-31,0,22,0,38,0,False
2005-08-01,3,50,0,53,6,False
2005-08-02,0,18,0,46,6,False
2005-08-03,6,12,3,56,3,False
2005-08-04,0,10,0,71,10,False
2005-08-05,3,10,0,73,3,False
2005-08-06,0,32,0,27,0,False
2005-08-07,5,27,0,48,5,False
2005-08-08,0,15,3,71,9,False
2005-08-09,3,18,0,27,15,False
2005-08-10,0,16,0,93,3,False
2005-08-11,3,13,0,73,3,False
2005-08-12,0,27,0,60,10,False
2005-08-13,0,46,0,41,10,False
2005-08-14,0,26,0,42,10,False
2005-08-15,0,22,0,74,12,False
2005-08-16,3,33,0,63,3,False
2005-08-17,3,16,0,78,3,False
2005-08-18,0,26,0,64,0,False
2005-08-19,0,17,0,30,3,False
2005-08-20,0,15,0,40,0,False
2005-08-21,0,5,0,25,5,False
2005-08-22,0,3,0,40,6,False
2005-08-23,0,12,0,57,12,False
2005-08-24,0,0,0,76,25,False
2005-08-25,4,20,0,49,8,False
2005-08-26,3,6,0,68,13,False
2005-08-27,0,14,0,53,19,False
2005-08-28,5,14,0,19,10,False
2005-08-29,0,18,0,66,3,False
2005-08-30,15,15,0,67,9,False
2005-08-31,6,6,0,82,9,False
2005-09-01,0,9,0,55,15,False
2005-09-02,0,7,0,50,10,False
2005-09-03,0,10,0,46,0,False
2005-09-04,0,5,0,21,0,False
2005-09-05,4,13,4,22,9,False
2005-09-06,0,3,3,59,6,False
2005-09-07,6,6,3,65,8,False
2005-09-08,6,6,0,71,3,False
2005-09-09,3,6,0,52,15,False
2005-09-10,5,5,0,28,14,False
2005-09-11,0,5,0,23,9,False
2005-09-12,6,11,0,51,14,False
2005-09-13,8,11,0,69,11,False
2005-09-14,0,14,0,64,11,False
2005-09-15,6,6,3,71,14,False
2005-09-16,6,6,0,51,6,False
2005-09-17,0,19,5,42,5,False
2005-09-18,5,18,0,50,0,False
2005-09-19,3,14,3,81,8,False
2005-09-20,3,3,0,49,16,False
2005-09-21,3,8,0,49,11,False
2005-09-22,8,6,0,71,3,False
2005-09-23,3,3,0,70,9,False
2005-09-24,0,5,0,33,0,False
2005-09-25,5,0,0,41,9,False
2005-09-26,3,3,0,60,5,False
2005-09-27,3,8,0,59,5,False
2005-09-28,5,8,3,74,5,False
2005-09-29,3,8,0,70,8,False
2005-09-30,0,9,0,52,6,False
2005-10-01,0,9,0,43,0,False
2005-10-02,5,0,0,41,14,False
2005-10-03,3,5,0,57,14,False
2005-10-04,3,8,0,66,11,False
2005-10-05,3,3,0,59,8,False
2005-10-06,8,0,0,68,11,False
2005-10-07,0,6,0,50,15,False
2005-10-08,0,18,4,22,0,False
2005-10-09,0,4,0,72,0,False
2005-10-10,6,8,0,66,6,False
2005-10-11,11,13,0,77,5,False
2005-10-12,0,3,3,51,5,False
2005-10-13,5,14,0,69,5,False
2005-10-14,3,9,3,85,3,False
2005-10-15,0,9,0,23,9,False
2005-10-16,4,0,4,39,9,False
2005-10-17,0,5,5,56,13,False
2005-10-18,3,3,0,70,8,False
2005-10-19,3,3,3,48,13,False
2005-10-20,3,11,3,67,0,False
2005-10-21,0,12,0,58,12,False
2005-10-22,0,4,0,44,9,False
2005-10-23,0,9,0,52,4,False
2005-10-24,0,0,3,68,3,False
2005-10-25,0,3,0,70,5,False
2005-10-26,0,8,0,53,8,False
2005-10-27,3,14,3,57,11,False
2005-10-28,0,12,0,44,3,False
2005-10-29,0,4,0,54,9,False
2005-10-30,4,9,0,54,0,False
2005-10-31,3,0,3,55,8,False
2005-11-01,3,3,0,51,0,False
2005-11-02,5,11,0,82,3,False
2005-11-03,5,5,0,52,8,False
2005-11-04,6,3,0,78,6,False
2005-11-05,0,4,0,26,4,False
2005-11-06,0,4,0,59,0,False
2005-11-07,3,3,3,57,5,False
2005-11-08,5,7,5,70,15,False
2005-11-09,9,26,0,34,0,False
2005-11-10,4,11,0,69,0,False
2005-11-11,0,6,0,53,9,False
2005-11-12,0,4,0,13,4,False
2005-11-13,0,4,0,46,4,False
2005-11-14,3,5,3,46,8,False
2005-11-15,0,5,2,77,5,False
2005-11-16,0,10,0,62,7,False
2005-11-17,0,3,0,54,0,False
2005-11-18,5,8,0,49,3,False
2005-11-19,0,4,0,42,13,False
2005-11-20,0,0,0,38,13,False
2005-11-21,5,0,3,82,5,False
2005-11-22,0,3,0,69,8,False
2005-11-23,0,12,0,47,6,False
2005-11-24,0,0,0,69,5,False
2005-11-25,0,4,0,37,4,False
2005-11-26,0,9,0,17,4,False
2005-11-27,0,12,4,33,8,False
2005-11-28,5,10,0,90,2,False
2005-11-29,2,7,0,73,7,False
2005-11-30,5,7,0,63,5,False
2005-12-01,0,5,2,74,5,False
2005-12-02,3,3,0,42,8,False
2005-12-03,8,4,0,46,4,False
2005-12-04,4,4,0,31,8,False
2005-12-05,2,5,0,55,5,False
2005-12-06,2,7,2,47,5,False
2005-12-07,10,5,0,53,7,False
2005-12-08,5,0,0,69,7,False
2005-12-09,3,8,0,39,13,False
2005-12-10,4,0,0,23,12,False
2005-12-11,0,12,0,24,12,False
2005-12-12,0,5,0,61,5,False
2005-12-13,5,7,2,38,2,False
2005-12-14,0,2,5,51,5,False
2005-12-15,7,10,5,47,5,False
2005-12-16,3,3,0,33,5,False
2005-12-17,0,0,0,65,0,False
2005-12-18,0,0,0,34,0,False
2005-12-19,3,0,3,45,5,False
2005-12-20,0,3,0,55,5,False
2005-12-21,0,0,0,83,3,False
2005-12-22,0,3,0,35,9,False
2005-12-23,0,11,0,53,0,False
2005-12-24,0,0,0,20,15,False
2005-12-25,0,6,0,24,6,False
2005-12-26,4,13,9,31,0,False
2005-12-27,0,3,0,45,6,False
2005-12-28,0,6,0,51,3,False
2005-12-29,0,9,0,59,3,False
2005-12-30,0,3,0,42,3,False
2005-12-31,0,4,0,21,8,False
2006-01-01,0,0,0,54,5,False
2006-01-02,0,0,3,47,3,False
2006-01-03,0,10,3,45,10,False
2006-01-04,0,2,0,61,5,False
2006-01-05,2,12,0,57,10,False
2006-01-06,3,3,3,51,10,False
2006-01-07,0,0,4,34,11,False
2006-01-08,4,8,0,38,8,False
2006-01-09,2,0,0,85,2,False
2006-01-10,5,5,0,77,7,False
2006-01-11,2,2,0,95,7,False
2006-01-12,2,5,0,75,0,False
2006-01-13,5,8,0,65,13,False
2006-01-14,4,0,0,59,4,False
2006-01-15,0,4,0,46,4,False
2006-01-16,0,0,0,62,11,False
2006-01-17,5,5,2,100,7,False
2006-01-18,5,5,0,74,7,False
2006-01-19,0,5,0,55,14,False
2006-01-20,2,15,2,64,10,False
2006-01-21,0,11,0,43,4,False
2006-01-22,4,7,0,54,11,False
2006-01-23,0,9,0,44,9,False
2006-01-24,0,5,0,66,9,False
2006-01-25,9,7,0,78,7,False
2006-01-26,0,12,0,74,9,False
2006-01-27,2,10,2,75,7,False
2006-01-28,0,11,0,67,7,False
2006-01-29,0,4,0,39,14,False
2006-01-30,7,9,4,78,9,False
2006-01-31,2,9,0,82,15,False
2006-02-01,0,7,0,66,9,False
2006-02-02,0,9,2,75,7,False
2006-02-03,0,12,0,53,2,False
2006-02-04,0,7,0,35,10,False
2006-02-05,3,3,0,38,10,False
2006-02-06,2,2,0,52,2,False
2006-02-07,2,4,0,74,9,False
2006-02-08,2,0,0,51,2,False
2006-02-09,0,5,0,89,2,False
2006-02-10,2,9,0,47,9,False
2006-02-11,3,0,0,52,10,False
2006-02-12,0,17,0,44,7,False
2006-02-13,4,0,0,52,11,False
2006-02-14,4,11,0,61,2,False
2006-02-15,2,9,2,57,9,False
2006-02-16,2,9,5,70,9,False
