date,costliness,costly,debtor,default,depression,isPartial
2010-04-05,0,1,1,80,76,False
2010-04-06,0,0,1,99,76,False
2010-04-07,0,1,2,94,77,False
2010-04-08,0,2,1,84,81,False
2010-04-09,0,1,1,85,75,False
2010-04-10,0,1,0,63,54,False
2010-04-11,0,0,2,63,77,False
2010-04-12,0,1,1,91,85,False
2010-04-13,0,0,2,89,89,False
2010-04-14,0,0,1,86,100,False
2010-04-15,0,2,1,75,81,False
2010-04-16,0,1,1,77,77,False
2010-04-17,0,0,0,57,61,False
2010-04-18,0,1,0,66,73,False
2010-04-19,0,1,0,81,93,False
2010-04-20,0,0,1,81,85,False
2010-04-21,0,1,1,88,89,False
2010-04-22,0,0,2,83,77,False
2010-04-23,0,1,2,78,77,False
2010-04-24,0,0,1,62,56,False
2010-04-25,0,1,1,72,80,False
2010-04-26,0,1,4,84,90,False
2010-04-27,0,1,7,87,91,False
2010-04-28,0,1,2,87,91,False
2010-04-29,0,1,2,84,87,False
2010-04-30,0,1,2,92,78,False
2010-05-01,0,0,0,64,65,False
2010-05-02,0,1,1,67,74,False
2010-05-03,0,0,2,84,85,False
2010-05-04,0,1,2,91,83,False
2010-05-05,0,1,2,78,88,False
2010-05-06,0,2,1,90,83,False
2010-05-07,0,1,1,86,75,False
2010-05-08,0,0,2,75,62,False
2010-05-09,0,1,0,60,68,False
2010-05-10,0,2,1,90,85,False
2010-05-11,0,3,1,84,87,False
2010-05-12,0,1,2,83,75,False
2010-05-13,0,1,1,84,80,False
2010-05-14,0,2,1,84,62,False
2010-05-15,0,0,1,70,54,False
2010-05-16,0,2,0,58,65,False
2010-05-17,0,1,1,78,73,False
2010-05-18,0,1,0,90,81,False
2010-05-19,0,2,1,80,76,False
2010-05-20,0,3,2,88,71,False
2010-05-21,0,2,1,83,71,False
2010-05-22,0,0,0,63,54,False
2010-05-23,0,1,0,68,71,False
2010-05-24,0,1,1,76,74,False
2010-05-25,0,1,1,84,76,False
2010-05-26,0,1,0,90,70,False
2010-05-27,0,1,1,83,54,False
2010-05-28,0,0,1,83,62,False
2010-05-29,0,1,1,68,48,False
2010-05-30,0,0,1,68,49,False
2010-05-31,0,1,0,69,53,False
2010-06-01,0,0,0,79,63,False
2010-06-02,0,1,1,92,64,False
2010-06-03,0,1,0,78,57,False
2010-06-04,0,0,1,90,50,False
2010-06-05,0,1,0,72,49,False
2010-06-06,0,1,1,62,61,False
2010-06-07,0,2,2,88,61,False
2010-06-08,0,1,2,84,55,False
2010-06-09,0,1,1,85,55,False
2010-06-10,0,1,1,94,58,False
2010-06-11,0,0,1,74,54,False
2010-06-12,0,1,0,57,49,False
2010-06-13,0,1,1,58,55,False
2010-06-14,0,0,1,80,64,False
2010-06-15,0,0,1,84,55,False
2010-06-16,0,2,1,84,52,False
2010-06-17,0,1,0,93,49,False
2010-06-18,0,2,1,79,47,False
2010-06-19,0,1,1,63,55,False
2010-06-20,0,1,0,61,51,False
2010-06-21,0,1,1,93,63,False
2010-06-22,0,0,1,82,52,False
2010-06-23,0,0,2,88,51,False
2010-06-24,0,1,2,89,55,False
2010-06-25,0,0,2,76,53,False
2010-06-26,0,0,1,67,54,False
2010-06-27,0,1,0,64,57,False
2010-06-28,0,1,1,87,60,False
2010-06-29,0,1,1,92,65,False
2010-06-30,0,1,1,84,55,False
2010-07-01,0,0,2,88,49,False
2010-07-02,0,1,1,85,51,False
2010-07-03,0,0,0,57,41,False
2010-07-04,0,1,0,54,47,False
2010-07-05,0,1,0,64,51,False
2010-07-06,0,0,1,79,68,False
2010-07-07,0,1,2,81,57,False
2010-07-08,0,1,1,83,61,False
2010-07-09,0,0,1,83,49,False
2010-07-10,0,0,0,54,52,False
2010-07-11,0,0,0,57,61,False
2010-07-12,0,1,1,83,57,False
2010-07-13,0,0,1,80,52,False
2010-07-14,0,1,1,85,53,False
2010-07-15,0,0,1,80,59,False
2010-07-16,0,1,0,82,43,False
2010-07-17,0,1,1,48,49,False
2010-07-18,0,1,0,53,54,False
2010-07-19,0,1,1,77,52,False
2010-07-20,0,1,2,94,58,False
2010-07-21,0,0,1,80,45,False
2010-07-22,0,0,1,76,70,False
2010-07-23,0,0,2,86,52,False
2010-07-24,0,1,0,56,50,False
2010-07-25,0,0,2,49,63,False
2010-07-26,0,0,1,76,52,False
2010-07-27,0,0,1,86,56,False
2010-07-28,0,0,1,86,48,False
2010-07-29,0,1,1,72,51,False
2010-07-30,0,1,1,80,45,False
2010-07-31,0,0,1,59,46,False
2010-08-01,0,0,1,54,49,False
2010-08-02,0,0,1,76,56,False
2010-08-03,0,1,1,87,53,False
2010-08-04,0,1,1,86,56,False
2010-08-05,0,0,1,89,50,False
2010-08-06,0,1,1,77,48,False
2010-08-07,0,1,0,53,45,False
2010-08-08,0,0,1,53,53,False
2010-08-09,0,1,2,79,52,False
2010-08-10,0,1,1,79,49,False
2010-08-11,0,1,1,82,58,False
2010-08-12,0,0,1,82,50,False
2010-08-13,0,0,1,79,49,False
2010-08-14,0,1,1,52,44,False
2010-08-15,0,0,1,51,56,False
2010-08-16,0,1,0,81,58,False
2010-08-17,0,1,1,75,54,False
2010-08-18,0,1,0,81,51,False
2010-08-19,0,1,1,76,50,False
2010-08-20,0,1,1,68,53,False
2010-08-21,0,1,0,60,46,False
2010-08-22,0,1,2,53,54,False
2010-08-23,0,0,1,78,45,False
2010-08-24,0,0,1,86,53,False
2010-08-25,0,0,1,86,59,False
2010-08-26,0,1,1,82,63,False
2010-08-27,0,0,0,85,53,False
2010-08-28,0,0,1,60,44,False
2010-08-29,0,1,0,55,43,False
2010-08-30,0,0,1,78,61,False
2010-08-31,0,0,2,83,64,False
2010-09-01,0,1,2,78,48,False
2010-09-02,0,1,1,83,62,False
2010-09-03,0,1,1,65,55,False
2010-09-04,0,2,1,47,48,False
2010-09-05,0,1,1,52,43,False
2010-09-06,0,1,0,52,59,False
2010-09-07,0,0,1,74,63,False
2010-09-08,0,1,1,75,69,False
2010-09-09,0,0,0,73,62,False
2010-09-10,0,1,0,74,56,False
2010-09-11,0,0,2,59,43,False
2010-09-12,0,1,1,52,53,False
2010-09-13,0,1,2,81,66,False
2010-09-14,0,2,1,78,61,False
2010-09-15,0,1,1,86,70,False
2010-09-16,0,1,1,82,64,False
2010-09-17,0,0,0,71,53,False
2010-09-18,0,0,1,51,48,False
2010-09-19,0,0,1,51,53,False
2010-09-20,0,1,0,71,74,False
2010-09-21,0,1,0,75,63,False
2010-09-22,0,1,1,80,75,False
2010-09-23,0,0,1,73,71,False
2010-09-24,0,1,1,73,59,False
2010-09-25,0,0,1,58,57,False
2010-09-26,0,2,0,55,60,False
2010-09-27,0,0,1,70,72,False
2010-09-28,0,1,2,74,74,False
2010-09-29,0,0,2,78,76,False
2010-09-30,0,1,1,67,63,False
2010-10-01,0,0,1,76,61,False
2010-10-02,0,1,1,54,50,False
2010-10-03,0,1,1,48,60,False
2010-10-04,0,0,0,63,78,False
2010-10-05,0,0,0,73,73,False
2010-10-06,0,2,0,78,70,False
2010-10-07,0,2,1,82,71,False
2010-10-08,0,0,1,72,72,False
2010-10-09,0,1,1,49,49,False
2010-10-10,0,1,0,52,49,False
2010-10-11,0,0,1,70,67,False
2010-10-12,0,1,1,74,76,False
2010-10-13,0,0,1,74,67,False
2010-10-14,0,0,1,80,76,False
2010-10-15,0,0,0,75,59,False
2010-10-16,0,1,1,55,45,False
2010-10-17,0,0,0,49,62,False
2010-10-18,0,1,1,65,72,False
2010-10-19,0,1,1,75,81,False
2010-10-20,0,1,1,77,67,False
2010-10-21,0,0,2,75,74,False
2010-10-22,0,1,1,77,69,False
2010-10-23,0,0,0,53,49,False
2010-10-24,0,0,1,51,60,False
2010-10-25,0,1,1,76,72,False
2010-10-26,0,1,1,73,76,False
2010-10-27,0,0,1,77,76,False
2010-10-28,0,0,1,76,72,False
2010-10-29,0,2,1,76,60,False
2010-10-30,0,1,1,47,55,False
2010-10-31,0,1,0,52,65,False
2010-11-01,0,1,1,65,72,False
2010-11-02,0,1,2,72,78,False
2010-11-03,0,1,2,75,77,False
2010-11-04,0,1,1,75,71,False
2010-11-05,0,0,3,68,73,False
2010-11-06,0,0,0,59,64,False
2010-11-07,0,1,0,56,63,False
2010-11-08,0,1,2,69,77,False
2010-11-09,0,0,1,77,82,False
2010-11-10,0,1,1,84,75,False
2010-11-11,0,0,2,69,74,False
2010-11-12,0,1,1,74,69,False
2010-11-13,0,1,1,52,48,False
2010-11-14,0,0,1,47,65,False
2010-11-15,0,1,2,70,78,False
2010-11-16,0,1,0,75,83,False
2010-11-17,0,2,1,79,76,False
2010-11-18,0,1,0,75,72,False
2010-11-19,0,0,1,73,64,False
2010-11-20,0,0,1,45,57,False
2010-11-21,0,1,0,47,63,False
2010-11-22,0,0,1,65,72,False
2010-11-23,0,0,1,74,70,False
2010-11-24,0,0,0,70,54,False
2010-11-25,0,0,1,59,44,False
2010-11-26,0,0,1,52,43,False
2010-11-27,0,0,2,56,50,False
2010-11-28,0,1,1,49,62,False
2010-11-29,0,1,1,66,87,False
2010-11-30,0,0,1,74,77,False
2010-12-01,0,1,1,73,82,False
2010-12-02,0,0,2,75,80,False
2010-12-03,0,0,1,75,68,False
2010-12-04,0,1,1,55,56,False
2010-12-05,0,0,1,57,60,False
2010-12-06,0,1,2,73,78,False
2010-12-07,0,2,2,72,78,False
2010-12-08,0,2,1,74,84,False
2010-12-09,0,1,1,72,85,False
2010-12-10,0,1,1,61,65,False
2010-12-11,0,0,1,51,52,False
2010-12-12,0,1,1,48,60,False
2010-12-13,0,0,1,61,77,False
2010-12-14,0,1,1,72,73,False
2010-12-15,0,1,2,77,78,False
2010-12-16,0,2,1,71,58,False
2010-12-17,0,0,2,72,59,False
2010-12-18,0,0,1,44,46,False
2010-12-19,0,0,1,56,49,False
2010-12-20,0,1,1,71,57,False
2010-12-21,0,1,1,72,50,False
2010-12-22,0,0,1,73,48,False
2010-12-23,0,1,1,68,43,False
2010-12-24,0,1,0,58,42,False
2010-12-25,0,0,0,66,35,False
2010-12-26,0,0,1,62,41,False
2010-12-27,0,1,1,67,41,False
2010-12-28,0,1,1,70,48,False
2010-12-29,0,1,0,66,55,False
2010-12-30,0,0,2,68,49,False
