date,lay,liquidate,miser,owe,recession,isPartial
2010-04-05,78,0,1,14,17,False
2010-04-06,72,1,2,13,17,False
2010-04-07,69,1,1,15,22,False
2010-04-08,75,1,3,13,16,False
2010-04-09,70,0,2,13,20,False
2010-04-10,72,1,2,14,13,False
2010-04-11,80,0,4,22,19,False
2010-04-12,71,0,1,22,21,False
2010-04-13,73,2,2,18,25,False
2010-04-14,75,0,3,20,26,False
2010-04-15,71,0,1,29,18,False
2010-04-16,85,0,3,20,17,False
2010-04-17,63,1,2,6,12,False
2010-04-18,78,1,2,5,19,False
2010-04-19,70,0,2,11,16,False
2010-04-20,82,0,1,13,24,False
2010-04-21,75,1,1,10,17,False
2010-04-22,80,0,2,11,19,False
2010-04-23,88,0,1,7,14,False
2010-04-24,79,0,1,7,12,False
2010-04-25,72,0,4,7,14,False
2010-04-26,75,2,2,13,20,False
2010-04-27,85,1,5,10,16,False
2010-04-28,77,0,2,12,21,False
2010-04-29,81,0,4,16,22,False
2010-04-30,84,1,2,7,15,False
2010-05-01,80,1,3,10,17,False
2010-05-02,84,0,1,8,16,False
2010-05-03,82,0,2,8,18,False
2010-05-04,78,1,2,9,12,False
2010-05-05,77,0,1,10,13,False
2010-05-06,78,1,1,10,17,False
2010-05-07,77,0,4,10,14,False
2010-05-08,78,0,1,6,7,False
2010-05-09,72,0,5,10,11,False
2010-05-10,78,1,0,11,19,False
2010-05-11,85,0,4,15,15,False
2010-05-12,91,0,1,12,18,False
2010-05-13,85,1,2,8,21,False
2010-05-14,84,0,2,7,10,False
2010-05-15,82,2,1,7,8,False
2010-05-16,93,1,2,11,12,False
2010-05-17,93,0,2,6,15,False
2010-05-18,85,1,2,9,14,False
2010-05-19,76,0,2,7,11,False
2010-05-20,74,1,3,8,14,False
2010-05-21,74,1,3,12,8,False
2010-05-22,84,1,0,9,10,False
2010-05-23,88,0,1,8,12,False
2010-05-24,63,0,2,13,17,False
2010-05-25,87,1,2,8,16,False
2010-05-26,84,0,1,9,14,False
2010-05-27,83,1,0,9,15,False
2010-05-28,75,1,2,9,10,False
2010-05-29,69,0,4,10,9,False
2010-05-30,100,2,0,5,7,False
2010-05-31,93,1,2,7,11,False
2010-06-01,77,1,3,9,9,False
2010-06-02,77,1,1,11,17,False
2010-06-03,67,1,0,7,12,False
2010-06-04,65,0,1,8,13,False
2010-06-05,76,0,1,6,10,False
2010-06-06,77,0,1,14,7,False
2010-06-07,75,2,1,10,15,False
2010-06-08,66,1,0,10,12,False
2010-06-09,62,1,1,10,17,False
2010-06-10,58,1,2,10,15,False
2010-06-11,61,0,4,10,11,False
2010-06-12,53,0,2,5,9,False
2010-06-13,80,0,1,8,14,False
2010-06-14,65,2,1,10,9,False
2010-06-15,78,0,1,11,10,False
2010-06-16,78,0,1,9,12,False
2010-06-17,71,1,3,8,10,False
2010-06-18,59,3,2,9,11,False
2010-06-19,92,1,2,7,11,False
2010-06-20,66,0,2,5,7,False
2010-06-21,67,0,1,9,11,False
2010-06-22,67,0,2,7,17,False
2010-06-23,59,0,1,11,9,False
2010-06-24,73,0,1,10,10,False
2010-06-25,71,3,1,8,13,False
2010-06-26,69,0,1,5,11,False
2010-06-27,68,0,0,7,7,False
2010-06-28,62,1,2,13,14,False
2010-06-29,70,0,1,8,18,False
2010-06-30,72,2,2,8,16,False
2010-07-01,64,0,2,16,20,False
2010-07-02,68,2,3,8,19,False
2010-07-03,77,0,1,9,14,False
2010-07-04,57,0,1,8,9,False
2010-07-05,65,0,1,7,14,False
2010-07-06,63,0,3,7,19,False
2010-07-07,73,0,3,12,19,False
2010-07-08,80,1,1,9,15,False
2010-07-09,63,0,2,11,12,False
2010-07-10,62,0,1,9,10,False
2010-07-11,81,0,4,10,8,False
2010-07-12,83,0,2,7,13,False
2010-07-13,68,0,2,11,12,False
2010-07-14,63,0,2,6,14,False
2010-07-15,67,1,3,8,11,False
2010-07-16,72,0,1,11,12,False
2010-07-17,80,2,1,11,8,False
2010-07-18,66,1,1,8,7,False
2010-07-19,65,0,1,7,15,False
2010-07-20,68,0,2,9,13,False
2010-07-21,77,1,2,9,15,False
2010-07-22,51,1,2,8,10,False
2010-07-23,70,1,1,9,10,False
2010-07-24,68,1,2,10,12,False
2010-07-25,86,0,1,6,9,False
2010-07-26,69,2,3,10,16,False
2010-07-27,69,0,2,10,11,False
2010-07-28,60,1,2,10,13,False
2010-07-29,75,0,0,10,9,False
2010-07-30,60,0,3,11,12,False
2010-07-31,83,0,4,5,7,False
2010-08-01,90,1,3,11,11,False
2010-08-02,65,0,2,8,14,False
2010-08-03,69,1,2,9,9,False
2010-08-04,70,1,1,8,16,False
2010-08-05,72,0,1,7,10,False
2010-08-06,67,1,1,9,13,False
2010-08-07,79,0,2,7,11,False
2010-08-08,84,1,2,7,9,False
2010-08-09,70,1,2,9,11,False
2010-08-10,74,0,1,6,13,False
2010-08-11,61,1,0,12,18,False
2010-08-12,69,0,1,11,12,False
2010-08-13,62,0,3,12,13,False
2010-08-14,69,0,1,8,11,False
2010-08-15,66,1,2,8,8,False
2010-08-16,68,1,3,10,18,False
2010-08-17,69,0,2,10,14,False
2010-08-18,67,0,2,9,12,False
2010-08-19,74,1,3,8,18,False
2010-08-20,72,0,2,10,11,False
2010-08-21,76,0,3,8,16,False
2010-08-22,83,0,3,12,12,False
2010-08-23,67,0,2,10,19,False
2010-08-24,75,0,1,11,14,False
2010-08-25,72,0,3,8,18,False
2010-08-26,72,0,3,11,21,False
2010-08-27,76,0,2,7,23,False
2010-08-28,78,0,2,9,13,False
2010-08-29,73,0,2,6,15,False
2010-08-30,84,0,1,10,15,False
2010-08-31,66,2,3,11,16,False
2010-09-01,66,0,3,6,13,False
2010-09-02,68,1,3,8,13,False
2010-09-03,65,0,1,7,14,False
2010-09-04,77,0,1,8,4,False
2010-09-05,71,0,4,5,10,False
2010-09-06,71,0,1,8,14,False
2010-09-07,77,0,3,7,14,False
2010-09-08,76,0,1,7,17,False
2010-09-09,72,0,4,8,13,False
2010-09-10,74,2,3,11,16,False
2010-09-11,63,0,1,7,15,False
2010-09-12,77,0,1,9,13,False
2010-09-13,68,0,1,8,15,False
2010-09-14,67,0,1,14,18,False
2010-09-15,73,0,1,12,16,False
2010-09-16,78,0,1,10,19,False
2010-09-17,62,0,0,9,19,False
2010-09-18,88,0,3,10,8,False
2010-09-19,74,1,2,8,11,False
2010-09-20,74,0,2,9,42,False
2010-09-21,83,1,3,10,44,False
2010-09-22,76,0,2,9,24,False
2010-09-23,71,0,4,14,24,False
2010-09-24,77,0,2,7,20,False
2010-09-25,80,1,2,7,14,False
2010-09-26,75,1,2,4,18,False
2010-09-27,71,0,3,14,22,False
2010-09-28,70,0,3,16,21,False
2010-09-29,72,0,3,6,23,False
2010-09-30,89,2,2,13,20,False
2010-10-01,64,0,1,9,17,False
2010-10-02,75,1,1,12,18,False
2010-10-03,82,0,3,9,7,False
2010-10-04,81,1,4,8,16,False
2010-10-05,80,1,1,9,16,False
2010-10-06,72,1,2,11,19,False
2010-10-07,88,0,3,10,18,False
2010-10-08,67,0,3,11,17,False
2010-10-09,77,0,2,6,9,False
2010-10-10,78,1,1,7,12,False
2010-10-11,83,0,3,8,15,False
2010-10-12,70,0,4,12,12,False
2010-10-13,73,0,2,9,17,False
2010-10-14,78,0,2,9,19,False
2010-10-15,72,0,3,10,19,False
2010-10-16,82,0,3,4,13,False
2010-10-17,82,1,3,8,12,False
2010-10-18,77,0,3,8,12,False
2010-10-19,85,0,2,12,15,False
2010-10-20,76,0,4,10,16,False
2010-10-21,82,0,2,15,15,False
2010-10-22,76,0,2,8,16,False
2010-10-23,73,1,2,9,11,False
2010-10-24,65,1,2,10,14,False
2010-10-25,83,0,1,11,18,False
2010-10-26,78,1,4,9,15,False
2010-10-27,81,0,3,8,19,False
2010-10-28,73,2,3,10,19,False
2010-10-29,74,0,2,11,11,False
2010-10-30,95,1,3,6,10,False
2010-10-31,76,1,3,7,16,False
2010-11-01,77,0,2,8,15,False
2010-11-02,82,0,5,10,17,False
2010-11-03,94,0,2,9,20,False
2010-11-04,98,1,3,6,18,False
2010-11-05,92,1,2,10,18,False
2010-11-06,89,0,3,8,11,False
2010-11-07,84,0,4,6,11,False
2010-11-08,88,1,3,15,14,False
2010-11-09,92,0,2,13,18,False
2010-11-10,93,0,3,11,19,False
2010-11-11,86,0,2,8,16,False
2010-11-12,85,0,4,9,16,False
2010-11-13,86,0,2,9,11,False
2010-11-14,68,0,4,8,15,False
2010-11-15,89,0,3,11,19,False
2010-11-16,87,0,3,14,17,False
2010-11-17,93,0,2,13,16,False
2010-11-18,87,1,3,13,20,False
2010-11-19,74,1,3,11,12,False
2010-11-20,89,1,3,13,10,False
2010-11-21,75,2,2,10,13,False
2010-11-22,79,0,3,8,14,False
2010-11-23,80,0,4,10,16,False
2010-11-24,72,1,3,10,12,False
2010-11-25,67,0,3,7,9,False
2010-11-26,68,0,7,11,12,False
2010-11-27,94,1,3,8,13,False
2010-11-28,88,0,7,12,12,False
2010-11-29,74,1,6,6,19,False
2010-11-30,80,0,5,14,17,False
2010-12-01,87,1,8,13,18,False
2010-12-02,77,0,6,8,22,False
2010-12-03,76,1,11,12,17,False
2010-12-04,72,1,12,8,10,False
2010-12-05,75,0,11,9,15,False
2010-12-06,70,0,12,9,20,False
2010-12-07,75,1,11,13,20,False
2010-12-08,75,2,12,9,16,False
2010-12-09,78,1,8,13,19,False
2010-12-10,83,1,14,11,15,False
2010-12-11,84,0,12,9,10,False
2010-12-12,75,1,14,9,12,False
2010-12-13,71,2,7,10,14,False
2010-12-14,71,0,10,10,17,False
2010-12-15,79,0,8,10,12,False
2010-12-16,73,0,10,9,13,False
2010-12-17,74,0,6,12,8,False
2010-12-18,71,1,10,10,7,False
2010-12-19,73,0,9,6,8,False
2010-12-20,71,0,10,10,14,False
2010-12-21,71,1,10,7,11,False
2010-12-22,65,1,9,10,9,False
2010-12-23,63,0,15,8,8,False
2010-12-24,66,0,17,9,5,False
2010-12-25,72,0,15,7,6,False
2010-12-26,68,1,8,8,4,False
2010-12-27,64,1,4,10,3,False
2010-12-28,65,1,5,14,10,False
2010-12-29,69,1,3,12,8,False
2010-12-30,76,1,0,13,10,False
